4.8706,3
7.405831,0
11.43115,3
12.39222,2
12.70664,1
13.12101,0
13.98227,1
14.31402,1
14.66169,2
15.00945,2
15.15883,3
15.5064,2
15.8046,1
15.97056,0
16.18573,2
16.865,0
17.22934,0
17.56067,3
17.9914,0
18.3063,3
18.4387,0
18.67166,2
18.78762,1
19.13614,3
19.48341,0
19.88101,3
21.1237,2
21.40518,1
21.78625,2
21.9022,1
21.96841,2
22.10094,0
22.23348,3
22.58174,2
22.92961,1
23.02868,2
23.29375,0
23.6749,3
24.12208,3
24.95127,2
25.26518,2
25.41435,1
26.02724,3
26.37515,0
26.60749,2
26.72344,1
27.38571,3
27.78402,3
27.91584,2
28.26418,0
28.56195,2
28.71104,1
28.87681,3
28.97618,0
29.12535,2
29.52281,2
29.80446,2
30.13617,2
30.48435,2
30.59987,0
30.8981,3
31.26231,1
31.37849,2
32.07421,2
32.73687,2
33.97956,1
34.32746,1
34.62567,2
35.91786,2
37.19349,2
37.40887,2
38.33704,1
38.70105,3
38.75076,0
39.11522,2
39.46313,1
39.87767,3
40.27501,3
40.88786,1
41.03696,2
41.15292,0
41.53395,3
41.86529,2
42.22976,1
42.39542,3
42.47826,0
42.69444,2
42.90899,1
43.09122,3
43.29041,0
43.50539,2
43.86985,2
44.10207,1
44.26746,2
44.39999,0
44.58222,3
45.36098,3
46.42113,3
47.3493,3
48.11175,0
49.00552,0
49.85069,0
50.21489,1
50.53061,2
50.8782,3
51.22546,2
51.58992,1
51.93782,0
53.41267,1
53.67733,2
54.10813,0
54.24059,3
54.58906,1
54.68844,2
54.85355,0
55.0201,3
55.64949,2
55.93039,1
56.21202,3
56.34455,0
56.49372,2
56.82507,1
57.15633,0
57.30586,3
57.48766,1
57.62065,2
58.21659,2
58.54792,1
58.86269,3
58.97866,0
59.29344,2
59.62508,2
59.75729,1
59.92299,3
60.05555,0
60.65192,2
60.90039,1
61.18249,2
61.46365,1
61.61279,3
61.77842,0
62.04351,2
62.32512,1
62.47442,3
62.75586,0
63.46845,2
63.71703,1
64.01499,2
64.14745,0
64.26365,3
64.49535,1
64.76042,2
64.94266,0
65.05872,3
65.22429,1
65.34033,2
66.64909,3
67.01447,0
67.11299,3
67.51049,2
67.64303,1
67.82529,3
67.95779,0
68.68673,2
69.08435,1
69.21686,3
69.33282,0
69.63202,2
69.98009,1
70.11323,3
70.22847,0
70.36098,2
71.17298,2
71.45469,1
71.78573,3
72.08436,0
72.49836,2
72.61455,1
72.68097,3
73.459,2
73.75719,2
74.10531,2
74.48609,2
74.86739,2
75.26472,2
75.57951,2
76.24214,2
76.55709,2
76.88824,2
77.21957,1
77.51778,1
77.88224,0
78.23064,3
79.07552,0
79.40678,1
79.80398,2
80.18501,3
80.63232,2
80.99684,0
81.31168,1
81.59318,2
81.92451,3
82.18965,0
82.5209,1
82.80254,2
83.10074,3
83.39894,0
83.69747,1
84.02909,2
84.29354,3
84.62488,0
84.98934,1
85.27097,2
85.56934,3
85.9668,0
86.26498,2
86.57995,1
86.86147,2
87.57374,3
87.83881,3
88.08739,0
88.30267,2
88.35237,1
89.11472,3
89.39607,3
89.59488,0
89.74443,2
89.86009,1
89.97591,3
90.0919,0
90.34037,2
90.60545,1
90.78798,3
90.88708,0
91.25154,2
91.41721,1
91.66589,3
91.83198,0
91.9641,2
92.22897,1
92.49464,3
92.7598,3
92.92496,0
93.20666,2
93.52126,1
93.78645,2
94.06842,0
94.44891,2
94.64771,1
94.79681,3
94.94591,0
95.06187,2
95.57558,2
96.56992,3
96.86765,0
97.13271,2
97.34898,1
97.76225,3
97.8782,0
98.0608,2
99.00474,1
99.13754,2
99.91591,3
100.0823,0
100.6117,2
100.7111,1
101.556,3
101.6885,0
102.8813,2
102.9645,1
103.9582,3
104.0576,0
104.1238,2
104.2232,1
105.0685,3
105.2338,0
105.8136,2
106.8741,1
108.15,3
109.4914,0
110.3696,2
111.0323,1
111.9933,3
112.1424,0
113.1699,2
113.3352,1
114.8093,2
115.1241,1
115.3893,0
115.588,3
115.8203,1
116.0684,2
116.2672,0
116.582,1
117.0127,2
117.5263,3
117.9077,0
118.338,2
118.7356,1
119.1997,3
119.4149,0
119.6137,2
120.1107,1
120.5083,2
120.9224,0
121.32,3
121.7848,1
122.1981,2
122.6292,0
123.0596,3
123.4576,0
123.8721,2
124.2861,1
124.7169,3
125.1472,0
125.6274,2
126.0415,1
126.4557,3
126.8866,0
127.334,2
127.7645,1
128.2118,3
128.6268,0
129.0732,2
129.5206,1
129.9185,3
130.3494,0
130.7801,2
131.1772,1
131.6251,3
132.0387,0
132.4862,2
132.884,1
133.2812,3
133.7285,0
134.1923,2
134.6231,1
134.7887,2
135.0207,0
135.2195,3
135.6173,2
136.23,1
136.7767,0
137.6718,1
138.0856,2
138.4169,0
138.6156,3
138.8316,1
138.9636,2
139.1626,0
139.3965,3
139.8274,1
139.9432,2
140.6225,2
140.9381,3
141.4843,2
141.7987,3
142.2131,2
142.627,1
142.7927,2
143.1573,0
143.5051,1
143.7536,2
144.085,3
144.235,0
144.549,2
144.8801,1
145.0126,3
145.1957,0
145.5601,2
145.8908,2
146.222,3
146.7024,2
146.719,3
147.1332,3
147.5309,2
147.6967,1
148.0112,3
148.3261,0
148.707,2
148.9723,1
149.2703,3
149.4194,0
149.7677,2
150.0986,1
150.2478,3
150.3969,0
150.6122,0
151.573,2
151.7225,1
151.9044,2
152.1032,0
152.4681,2
152.7327,1
153.1142,0
153.793,0
154.1409,2
154.2237,1
154.5551,3
154.8865,0
155.2017,3
155.3839,1
155.5159,2
155.8638,0
156.1627,0
156.5099,1
156.9241,2
157.2557,0
157.6696,3
157.769,1
157.8353,2
158.2991,3
158.5477,0
158.8127,2
158.962,1
159.3764,3
159.7901,3
160.3534,2
160.4859,1
161.0495,2
161.4143,0
161.762,3
162.126,1
162.5406,2
163.0206,3
163.1863,0
163.7997,2
164.1471,1
164.4785,3
165.108,0
165.4892,2
165.8372,1
166.1383,3
166.453,0
166.9997,2
167.1323,1
167.3146,3
167.9444,2
168.3252,2
169.1534,1
169.5179,2
169.8161,0
169.9652,3
170.3797,1
170.6782,2
170.8763,0
171.0092,3
171.2077,1
171.7379,2
172.0691,0
172.4501,2
172.6158,1
172.9969,3
173.8252,2
174.6867,3
175.5983,2
175.9955,2
177.2876,3
177.8675,2
178.05,1
178.2155,2
178.5467,0
179.955,2
