8.002028,1
8.002028,2
11.63334,3
11.93145,0
13.04142,3
13.38947,0
13.67095,3
14.05259,0
14.40049,3
14.73121,0
15.04621,3
15.41045,0
15.7922,2
16.15595,1
16.50385,2
16.88526,1
17.19965,2
17.59762,1
17.91202,2
18.30962,0
18.65751,3
19.03867,0
19.35332,3
19.71778,0
20.0495,3
20.38045,0
20.74492,3
21.12595,0
21.44072,3
21.80518,1
22.10357,2
22.40158,0
22.53411,3
23.1642,2
23.44529,2
23.5948,1
23.87621,2
24.24048,0
24.53868,2
24.88658,1
25.21815,3
25.5997,0
25.93042,3
26.04661,0
26.37762,3
26.74216,1
27.00775,2
27.33872,0
27.45448,3
28.15022,2
28.46567,2
28.63065,3
28.9786,2
29.26033,2
29.62473,1
29.92286,0
30.27094,1
30.63553,0
30.99969,1
31.13222,1
31.41385,0
31.77832,1
32.12675,2
32.44115,3
32.57355,2
33.25348,2
33.51781,1
33.66737,2
34.01481,0
34.34629,3
34.71085,2
35.19105,2
35.62178,2
36.10223,2
36.35072,3
36.83199,2
37.19561,3
37.47725,2
37.59327,2
37.70918,3
38.30558,3
38.62076,3
38.75288,3
39.01795,3
39.34969,0
39.66405,2
39.97907,1
40.31015,3
40.47584,0
40.85701,2
41.13876,2
41.25445,1
41.55265,2
41.9175,0
42.71244,1
43.34214,2
43.62348,1
43.75602,2
44.13739,0
44.91602,2
45.67775,2
46.58891,2
47.59948,2
48.36155,1
49.23958,1
49.93571,1
50.68089,1
51.37668,1
52.25471,1
52.95055,1
53.56415,1
54.31146,1
55.22213,1
55.98412,1
56.87913,1
57.62422,1
58.53538,0
58.85015,1
59.18155,2
59.52938,3
59.86071,2
60.20883,1
60.54027,0
60.85484,1
61.18625,2
61.51738,3
61.83247,2
62.18005,1
62.52807,0
62.85949,1
63.22416,2
63.57165,3
63.91955,2
64.25088,1
64.45056,2
64.58221,1
64.89699,2
65.14568,0
65.26145,3
65.59335,1
65.90759,2
66.17262,1
66.55377,3
66.96782,0
67.33228,2
67.64705,1
67.76302,2
68.09435,0
68.42588,3
68.6909,1
68.98914,2
69.13874,3
69.85042,2
70.18175,1
70.29771,2
70.64562,0
70.99362,1
71.25858,0
71.60648,1
72.0207,2
72.36932,3
72.71661,2
72.81622,1
73.13062,2
73.4953,0
73.79328,3
74.10805,1
74.20745,2
74.953,2
75.25123,0
75.40067,3
75.73168,1
76.02979,3
76.37769,3
76.67588,0
76.82498,2
77.1731,2
77.45517,2
77.76988,1
77.90182,2
78.26677,2
78.58134,0
78.86269,3
79.16094,1
79.26028,2
80.00629,2
80.28741,0
80.43732,3
80.75128,1
81.0002,2
81.38081,0
81.72871,3
82.06029,1
82.30936,2
82.63988,0
82.95523,3
83.3362,1
83.63423,2
84.29655,2
85.10832,2
85.45686,0
86.08575,3
87.03005,3
87.90883,3
88.75328,3
89.44878,3
90.14458,0
90.8242,0
91.75155,0
92.44735,0
93.17641,0
94.22028,0
95.13204,0
96.37365,1
97.41757,1
98.75925,1
100.1674,1
101.3934,2
102.7685,2
103.0838,1
103.1825,2
103.547,0
103.8452,3
104.2262,1
104.5911,2
105.3197,2
105.6013,1
105.7173,2
106.0486,0
106.3799,3
106.6783,1
107.0102,2
107.1586,0
107.4567,2
107.7882,1
108.0203,3
108.2524,0
108.5672,2
108.882,1
109.1963,3
109.4447,0
109.6274,2
110.3393,2
110.6543,1
110.8032,3
111.1014,0
111.4328,2
111.7642,1
112.0788,3
112.1617,0
112.4602,2
112.7913,1
113.1722,3
113.2886,0
113.603,3
113.9681,1
114.2657,2
114.564,0
114.6803,3
115.3757,2
115.7072,1
115.8229,2
116.1876,1
116.5189,3
116.8668,0
117.165,2
117.2975,1
117.579,3
117.9269,3
118.2085,2
118.3742,1
118.6724,0
119.0037,1
119.3351,2
119.6664,3
119.799,2
120.5116,3
120.826,2
120.9593,3
121.2734,2
121.5715,1
121.936,2
122.2178,0
122.3502,2
122.6816,1
122.9963,3
123.361,2
123.4934,0
123.7749,2
124.1062,1
124.4542,3
124.8352,0
125.2003,3
125.531,2
125.8623,3
126.0117,2
126.3264,3
126.5914,2
126.9391,1
127.2539,2
127.3699,0
127.7015,2
128.0493,1
128.3805,3
128.4964,0
128.7954,2
129.1591,1
129.4573,3
129.8217,2
130.5673,3
130.8491,0
131.0146,2
131.3293,1
131.6441,3
131.9756,0
132.3068,2
132.6714,1
133.0688,3
133.4167,2
133.5167,0
133.8475,3
134.1456,1
134.4442,2
134.7922,0
134.974,3
135.6698,2
135.9683,1
136.101,3
136.4153,0
136.7632,0
137.0614,0
137.3761,1
137.5256,0
137.8735,1
